participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.prev_contributions,player.contribution,player.show_payoff,player.show_contribution,group.id_in_subsession,group.total_contribution,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
7,caceqkvo,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.093657,1,,,900.0,1,,300.0,100.0,100.0,1,0,3,300.0,3,5mbr47j9,,,,,0
8,awwgs48d,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.127338,1,,,900.0,2,,300.0,100.0,100.0,0,1,3,300.0,3,5mbr47j9,,,,,0
9,muhxq4j6,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.160126,1,,,900.0,3,,300.0,100.0,100.0,0,0,3,300.0,3,5mbr47j9,,,,,0
10,4b5b181g,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.189740,1,,,900.0,1,,300.0,100.0,100.0,1,1,4,300.0,3,5mbr47j9,,,,,0
11,0qmpto3i,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.220105,1,,,900.0,2,,300.0,100.0,100.0,0,1,4,300.0,3,5mbr47j9,,,,,0
12,exzdb6g6,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.252765,1,,,900.0,3,,300.0,100.0,100.0,0,1,4,300.0,3,5mbr47j9,,,,,0
13,unjvfv4i,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.282259,1,,,900.0,1,,300.0,100.0,100.0,0,0,5,300.0,3,5mbr47j9,,,,,0
14,scvzcpj1,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.291283,1,,,900.0,2,,300.0,100.0,100.0,1,0,5,300.0,3,5mbr47j9,,,,,0
15,0qnzk1yp,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.311610,1,,,900.0,3,,300.0,100.0,100.0,1,0,5,300.0,3,5mbr47j9,,,,,0
16,vz85fbdh,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.343649,1,,,900.0,1,,300.0,100.0,100.0,1,0,6,300.0,3,5mbr47j9,,,,,0
17,cmnbpjfr,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.377271,1,,,900.0,2,,300.0,100.0,100.0,1,0,6,300.0,3,5mbr47j9,,,,,0
18,wh9v202n,,1,16,15,prestige_sd,Results,2025-03-21 03:30:01.406454,1,,,900.0,3,,300.0,100.0,100.0,1,0,6,300.0,3,5mbr47j9,,,,,0
